name,category,weight,quartile
Kiss Kiss Bang Bang,primaryTitle,224269,Q4
Munich,primaryTitle,223771,Q4
Romeo + Juliet,primaryTitle,223571,Q4
Hell or High Water,primaryTitle,223450,Q4
Mars Attacks!,primaryTitle,223314,Q4
Life,primaryTitle,223045,Q4
The Hitman's Bodyguard,primaryTitle,222982,Q4
Jason Bourne,primaryTitle,222524,Q4
Shakespeare in Love,primaryTitle,222462,Q4
Predators,primaryTitle,222085,Q4
True Romance,primaryTitle,221991,Q4
The Ides of March,primaryTitle,221108,Q4
The Girl Next Door,primaryTitle,220213,Q4
Safe House,primaryTitle,219717,Q4
The Impossible,primaryTitle,218563,Q4
Cowboys & Aliens,primaryTitle,217927,Q4
White House Down,primaryTitle,217696,Q4
Planet of the Apes,primaryTitle,217449,Q4
Daredevil,primaryTitle,216951,Q4
Master and Commander: The Far Side of the World,primaryTitle,216538,Q4
The Bridge on the River Kwai,primaryTitle,216052,Q4
Happy Gilmore,primaryTitle,216051,Q4
Mother!,primaryTitle,215376,Q4
Sleepers,primaryTitle,215312,Q4
Match Point,primaryTitle,215296,Q4
Dogma,primaryTitle,215154,Q4
Closer,primaryTitle,214690,Q4
Big,primaryTitle,214584,Q4
Get Smart,primaryTitle,214583,Q4
Garden State,primaryTitle,214417,Q4
Rush Hour 2,primaryTitle,213862,Q4
Carlito's Way,primaryTitle,213444,Q4
Pain & Gain,primaryTitle,213268,Q4
Gangster Squad,primaryTitle,213238,Q4
Rocky Balboa,primaryTitle,213210,Q4
Blade II,primaryTitle,212874,Q4
Anger Management,primaryTitle,212486,Q4
Captain Fantastic,primaryTitle,212430,Q4
Butch Cassidy and the Sundance Kid,primaryTitle,212416,Q4
When Harry Met Sally...,primaryTitle,211924,Q4
Ghost,primaryTitle,211602,Q4
American Reunion,primaryTitle,211555,Q4
King Arthur: Legend of the Sword,primaryTitle,211211,Q4
Chef,primaryTitle,211100,Q4
Bram Stoker's Dracula,primaryTitle,210854,Q4
The Boy in the Striped Pajamas,primaryTitle,210824,Q4
Remember the Titans,primaryTitle,210418,Q4
You've Got Mail,primaryTitle,208509,Q4
Teenage Mutant Ninja Turtles,primaryTitle,208364,Q4
2 Guns,primaryTitle,208348,Q4
Primal Fear,primaryTitle,207051,Q4
G.I. Joe: The Rise of Cobra,primaryTitle,207033,Q4
The Magnificent Seven,primaryTitle,206774,Q4
Death Race,primaryTitle,206355,Q4
Austin Powers in Goldmember,primaryTitle,206067,Q4
A Series of Unfortunate Events,primaryTitle,205673,Q4
War Dogs,primaryTitle,205636,Q4
A Good Day to Die Hard,primaryTitle,205271,Q4
Traffic,primaryTitle,204983,Q4
What Women Want,primaryTitle,204583,Q4
The Happening,primaryTitle,204516,Q4
Rocky II,primaryTitle,204335,Q4
Hansel & Gretel: Witch Hunters,primaryTitle,203842,Q4
Fast & Furious Presents: Hobbs & Shaw,primaryTitle,203781,Q4
Miss Congeniality,primaryTitle,203664,Q4
The Talented Mr. Ripley,primaryTitle,203603,Q4
American Wedding,primaryTitle,203311,Q4
"I Love You, Man",primaryTitle,203165,Q4
A Quiet Place Part II,primaryTitle,202088,Q4
Ghostbusters II,primaryTitle,202059,Q4
Fracture,primaryTitle,201461,Q4
The Internship,primaryTitle,201343,Q4
Bad Teacher,primaryTitle,201163,Q4
The Number 23,primaryTitle,200310,Q4
Rocky IV,primaryTitle,200309,Q4
Blue Jasmine,primaryTitle,200201,Q4
You Don't Mess with the Zohan,primaryTitle,199061,Q4
Tinker Tailor Soldier Spy,primaryTitle,198709,Q4
Love & Other Drugs,primaryTitle,198361,Q4
The World Is Not Enough,primaryTitle,198038,Q4
Brazil,primaryTitle,197915,Q4
Underworld: Evolution,primaryTitle,197568,Q4
Dark City,primaryTitle,197143,Q4
Assassin's Creed,primaryTitle,196117,Q4
Machete,primaryTitle,196006,Q4
17 Again,primaryTitle,195674,Q4
The Hitchhiker's Guide to the Galaxy,primaryTitle,195349,Q4
The Darjeeling Limited,primaryTitle,195245,Q4
The Next Three Days,primaryTitle,194818,Q4
The Blues Brothers,primaryTitle,194746,Q4
The Taking of Pelham 1 2 3,primaryTitle,194743,Q4
Darkest Hour,primaryTitle,194648,Q4
Unstoppable,primaryTitle,194553,Q4
The Hunt for Red October,primaryTitle,194154,Q4
The Lighthouse,primaryTitle,193933,Q4
The Life Aquatic with Steve Zissou,primaryTitle,193564,Q4
Shame,primaryTitle,192713,Q4
Waterworld,primaryTitle,192631,Q4
The Tomorrow War,primaryTitle,192512,Q4
Air Force One,primaryTitle,192142,Q4
Secret Window,primaryTitle,192130,Q4
The Vow,primaryTitle,191845,Q4
Twister,primaryTitle,191699,Q4
Tomorrow Never Dies,primaryTitle,191530,Q4
Knight and Day,primaryTitle,191398,Q4
Night at the Museum: Battle of the Smithsonian,primaryTitle,191324,Q4
Dracula Untold,primaryTitle,191282,Q4
Extraction,primaryTitle,190100,Q4
Robin Hood: Prince of Thieves,primaryTitle,190086,Q4
Taken 3,primaryTitle,189350,Q4
Adaptation.,primaryTitle,189282,Q4
Atomic Blonde,primaryTitle,188910,Q4
Cape Fear,primaryTitle,188603,Q4
Sideways,primaryTitle,188579,Q4
The Judge,primaryTitle,188535,Q4
Chocolat,primaryTitle,188400,Q4
The English Patient,primaryTitle,187490,Q4
Wrath of the Titans,primaryTitle,187485,Q4
Stargate,primaryTitle,186943,Q4
Side Effects,primaryTitle,186849,Q4
Jupiter Ascending,primaryTitle,186785,Q4
Rocky III,primaryTitle,186180,Q4
Percy Jackson & the Olympians: The Lightning Thief,primaryTitle,185873,Q4
Jarhead,primaryTitle,185797,Q4
Venom: Let There Be Carnage,primaryTitle,185717,Q4
Spaceballs,primaryTitle,185647,Q4
Falling Down,primaryTitle,185108,Q4
Eagle Eye,primaryTitle,184938,Q4
Swordfish,primaryTitle,184918,Q4
13 Going on 30,primaryTitle,184687,Q4
Cinderella Man,primaryTitle,184596,Q4
The Thin Red Line,primaryTitle,184577,Q4
This Means War,primaryTitle,184151,Q4
Bright,primaryTitle,184080,Q4
The Last King of Scotland,primaryTitle,183853,Q4
First Man,primaryTitle,183540,Q4
A Knight's Tale,primaryTitle,183209,Q4
Grindhouse,primaryTitle,183177,Q4
Central Intelligence,primaryTitle,182048,Q4
Rushmore,primaryTitle,181977,Q4
About a Boy,primaryTitle,181943,Q4
K-PAX,primaryTitle,181793,Q4
Red Sparrow,primaryTitle,181554,Q4
Ronin,primaryTitle,181270,Q4
The Woman in Black,primaryTitle,181126,Q4
Baywatch,primaryTitle,180706,Q4
The Mask of Zorro,primaryTitle,180517,Q4
Doctor Sleep,primaryTitle,180403,Q4
Talladega Nights: The Ballad of Ricky Bobby,primaryTitle,180259,Q4
Tomorrowland,primaryTitle,180246,Q4
G.I. Joe: Retaliation,primaryTitle,180129,Q4
The Danish Girl,primaryTitle,179774,Q4
Hero,primaryTitle,179625,Q4
The Change-Up,primaryTitle,179483,Q4
The Expendables 3,primaryTitle,179200,Q4
Beverly Hills Cop,primaryTitle,178963,Q4
Melancholia,primaryTitle,178810,Q4
X-Men: Dark Phoenix,primaryTitle,178663,Q4
xXx,primaryTitle,178442,Q4
Anchorman 2: The Legend Continues,primaryTitle,178276,Q4
PK,primaryTitle,178230,Q4
The Ninth Gate,primaryTitle,177874,Q4
The Assassination of Jesse James by the Coward Robert Ford,primaryTitle,177868,Q4
High Fidelity,primaryTitle,177373,Q4
Mud,primaryTitle,177269,Q4
Layer Cake,primaryTitle,177190,Q4
The Apartment,primaryTitle,177156,Q4
Black Mass,primaryTitle,177066,Q4
Valerian and the City of a Thousand Planets,primaryTitle,176935,Q4
25th Hour,primaryTitle,176879,Q4
Zack and Miri Make a Porno,primaryTitle,176600,Q4
Independence Day: Resurgence,primaryTitle,176308,Q4
Point Break,primaryTitle,176204,Q4
Radhe,primaryTitle,176156,Q4
Deep Impact,primaryTitle,175366,Q4
The Promise,primaryTitle,175348,Q4
The Longest Yard,primaryTitle,175306,Q4
The Tree of Life,primaryTitle,174896,Q4
Godzilla: King of the Monsters,primaryTitle,174407,Q4
The League of Extraordinary Gentlemen,primaryTitle,174399,Q4
Blade: Trinity,primaryTitle,174202,Q4
The Abyss,primaryTitle,174117,Q4
What Happens in Vegas,primaryTitle,174096,Q4
30 Days of Night,primaryTitle,173896,Q4
Legend,primaryTitle,173891,Q4
Surrogates,primaryTitle,173855,Q4
Cool Hand Luke,primaryTitle,173748,Q4
The Legend of Tarzan,primaryTitle,173531,Q4
American Made,primaryTitle,173522,Q4
Ed Wood,primaryTitle,173435,Q4
Event Horizon,primaryTitle,173375,Q4
Jungle Cruise,primaryTitle,173010,Q4
Lethal Weapon 2,primaryTitle,172385,Q4
Inferno,primaryTitle,172004,Q4
Hot Tub Time Machine,primaryTitle,171673,Q4
Demolition Man,primaryTitle,171452,Q4
Superman,primaryTitle,171061,Q4
Milk,primaryTitle,171050,Q4
In the Name of the Father,primaryTitle,170467,Q4
Zombieland: Double Tap,primaryTitle,170257,Q4
The Master,primaryTitle,169790,Q4
Three Kings,primaryTitle,168960,Q4
Horrible Bosses 2,primaryTitle,168930,Q4
Need for Speed,primaryTitle,168836,Q4
The Insider,primaryTitle,168657,Q4
RED 2,primaryTitle,168638,Q4
Alexander,primaryTitle,168238,Q4
Miss Peregrine's Home for Peculiar Children,primaryTitle,167711,Q4
Rocketman,primaryTitle,167631,Q4
Blades of Glory,primaryTitle,166786,Q4
Immortals,primaryTitle,166700,Q4
Exodus: Gods and Kings,primaryTitle,166545,Q4
Steve Jobs,primaryTitle,166396,Q4
The Bone Collector,primaryTitle,166068,Q4
King Arthur,primaryTitle,166016,Q4
The Meg,primaryTitle,165935,Q4
Lethal Weapon 3,primaryTitle,165640,Q4
Rambo: First Blood Part II,primaryTitle,165176,Q4
The Perfect Storm,primaryTitle,165042,Q4
The Man in the Iron Mask,primaryTitle,164992,Q4
Deepwater Horizon,primaryTitle,164907,Q4
Rashomon,primaryTitle,164582,Q4
Rush Hour 3,primaryTitle,163905,Q4
Molly's Game,primaryTitle,163503,Q4
Riddick,primaryTitle,163338,Q4
Unbroken,primaryTitle,163308,Q4
Michael Clayton,primaryTitle,163072,Q4
The Cable Guy,primaryTitle,162550,Q4
The Ghost Writer,primaryTitle,161965,Q4
Rampage,primaryTitle,161282,Q4
Legends of the Fall,primaryTitle,161188,Q4
Galaxy Quest,primaryTitle,160843,Q4
Lethal Weapon 4,primaryTitle,160842,Q4
Punch-Drunk Love,primaryTitle,160758,Q4
Date Night,primaryTitle,160603,Q4
Flightplan,primaryTitle,160259,Q4
The Sorcerer's Apprentice,primaryTitle,160047,Q4
Once Upon a Time in Mexico,primaryTitle,159957,Q4
Sin City: A Dame to Kill For,primaryTitle,159717,Q4
Saving Mr. Banks,primaryTitle,159589,Q4
The Green Hornet,primaryTitle,159543,Q4
Hard Candy,primaryTitle,159467,Q4
Wild Wild West,primaryTitle,159314,Q4
Adventureland,primaryTitle,158793,Q4
The Mechanic,primaryTitle,158749,Q4
The Mummy: Tomb of the Dragon Emperor,primaryTitle,158250,Q4
Underworld: Rise of the Lycans,primaryTitle,158091,Q4
Idiocracy,primaryTitle,158084,Q4
The Punisher,primaryTitle,157974,Q4
Predator 2,primaryTitle,157837,Q4
Invictus,primaryTitle,157429,Q4
Poltergeist,primaryTitle,157421,Q4
Johnny English,primaryTitle,157243,Q4
Commando,primaryTitle,157092,Q4
Next,primaryTitle,156504,Q4
Network,primaryTitle,156141,Q4
Pokémon Detective Pikachu,primaryTitle,155723,Q4
London Has Fallen,primaryTitle,155253,Q4
War Horse,primaryTitle,155019,Q4
Wrath of Man,primaryTitle,154993,Q4
Spy Game,primaryTitle,154839,Q4
Young Frankenstein,primaryTitle,154823,Q4
Abraham Lincoln: Vampire Hunter,primaryTitle,154612,Q4
Bad Boys for Life,primaryTitle,153961,Q4
Hercules,primaryTitle,153881,Q4
A Time to Kill,primaryTitle,153069,Q4
Bridge to Terabithia,primaryTitle,152992,Q4
From Hell,primaryTitle,152912,Q4
Wall Street,primaryTitle,152662,Q4
JFK,primaryTitle,152633,Q4
Underworld: Awakening,primaryTitle,152500,Q4
The Virgin Suicides,primaryTitle,152053,Q4
The Gift,primaryTitle,151914,Q4
Analyze This,primaryTitle,151857,Q4
On the Waterfront,primaryTitle,151851,Q4
The Spectacular Now,primaryTitle,150875,Q4
Inside Llewyn Davis,primaryTitle,150681,Q4
State of Play,primaryTitle,150566,Q4
Man on a Ledge,primaryTitle,150535,Q4
Grown Ups 2,primaryTitle,150474,Q4
The Drop,primaryTitle,150284,Q4
The Addams Family,primaryTitle,150141,Q4
Thelma & Louise,primaryTitle,149806,Q4
The Disaster Artist,primaryTitle,149735,Q4
Pandorum,primaryTitle,149527,Q4
Mr. Brooks,primaryTitle,149387,Q4
Snowden,primaryTitle,149313,Q4
Rounders,primaryTitle,149300,Q4
Vantage Point,primaryTitle,149253,Q4
Shoot 'Em Up,primaryTitle,149212,Q4
Green Street Hooligans,primaryTitle,148933,Q3
Trading Places,primaryTitle,148667,Q3
The Imaginarium of Doctor Parnassus,primaryTitle,148301,Q3
The Time Traveler's Wife,primaryTitle,148190,Q3
Crank: High Voltage,primaryTitle,147921,Q3
The Lake House,primaryTitle,147552,Q3
Transformers: The Last Knight,primaryTitle,147253,Q3
Dear John,primaryTitle,146655,Q3
Palm Springs,primaryTitle,146577,Q3
I Now Pronounce You Chuck & Larry,primaryTitle,146098,Q3
Conan the Barbarian,primaryTitle,145944,Q3
Defiance,primaryTitle,145898,Q3
Logan Lucky,primaryTitle,145782,Q3
Evan Almighty,primaryTitle,145714,Q3
S.W.A.T.,primaryTitle,145555,Q3
Starsky & Hutch,primaryTitle,145463,Q3
Crimson Peak,primaryTitle,144042,Q3
Bad Times at the El Royale,primaryTitle,143939,Q3
Smokin' Aces,primaryTitle,143766,Q3
Fun with Dick and Jane,primaryTitle,143406,Q3
Four Brothers,primaryTitle,143235,Q3
Devil,primaryTitle,143017,Q3
Tombstone,primaryTitle,142663,Q3
Bad Santa,primaryTitle,142622,Q3
Mr. Deeds,primaryTitle,142569,Q3
Coach Carter,primaryTitle,142560,Q3
Sicario: Day of the Soldado,primaryTitle,142178,Q3
The Power of the Dog,primaryTitle,141846,Q3
We Bought a Zoo,primaryTitle,141812,Q3
Winter's Bone,primaryTitle,141693,Q3
Killing Them Softly,primaryTitle,141378,Q3
Billy Madison,primaryTitle,141162,Q3
Tower Heist,primaryTitle,141140,Q3
Foxcatcher,primaryTitle,140968,Q3
The Ballad of Buster Scruggs,primaryTitle,140664,Q3
Pixels,primaryTitle,140639,Q3
Seven Years in Tibet,primaryTitle,140563,Q3
Vice,primaryTitle,140560,Q3
A Fish Called Wanda,primaryTitle,140116,Q3
The Negotiator,primaryTitle,139714,Q3
My Best Friend's Wedding,primaryTitle,139531,Q3
Brooklyn,primaryTitle,139482,Q3
The Constant Gardener,primaryTitle,139426,Q3
Scream 3,primaryTitle,139344,Q3
We Were Soldiers,primaryTitle,139233,Q3
"Dude, Where's My Car?",primaryTitle,138780,Q3
Escape from New York,primaryTitle,138360,Q3
"Planes, Trains & Automobiles",primaryTitle,137979,Q3
The Last Stand,primaryTitle,137932,Q3
A Bronx Tale,primaryTitle,137714,Q3
"Good Morning, Vietnam",primaryTitle,137104,Q3
Boyz n the Hood,primaryTitle,137073,Q3
Jack the Giant Slayer,primaryTitle,136950,Q3
Lara Croft Tomb Raider: The Cradle of Life,primaryTitle,136927,Q3
Awakenings,primaryTitle,136919,Q3
Magic Mike,primaryTitle,136770,Q3
The Scorpion King,primaryTitle,136592,Q3
The Dark Tower,primaryTitle,136545,Q3
13 Hours,primaryTitle,136539,Q3
Green Zone,primaryTitle,136126,Q3
Raising Arizona,primaryTitle,135976,Q3
The Count of Monte Cristo,primaryTitle,135886,Q3
Dumb and Dumber To,primaryTitle,135495,Q3
In the Heart of the Sea,primaryTitle,135176,Q3
Joy,primaryTitle,134934,Q3
Rocky V,primaryTitle,134828,Q3
The Recruit,primaryTitle,134540,Q3
Rebecca,primaryTitle,134369,Q3
Tremors,primaryTitle,134086,Q3
Along Came Polly,primaryTitle,133971,Q3
Reign of Fire,primaryTitle,133963,Q3
Gamer,primaryTitle,133897,Q3
Miller's Crossing,primaryTitle,133391,Q3
Get Hard,primaryTitle,133069,Q3
An Education,primaryTitle,132812,Q3
Glory,primaryTitle,132667,Q3
Highlander,primaryTitle,132635,Q3
Spartacus,primaryTitle,132578,Q3
Stuart Little,primaryTitle,132293,Q3
"Hail, Caesar!",primaryTitle,132092,Q3
The Great Wall,primaryTitle,132011,Q3
Last Vegas,primaryTitle,131826,Q3
Deep Blue Sea,primaryTitle,131704,Q3
John Q,primaryTitle,131517,Q3
Capote,primaryTitle,131378,Q3
The Men Who Stare at Goats,primaryTitle,131329,Q3
8MM,primaryTitle,131303,Q3
The Firm,primaryTitle,131149,Q3
The Break-Up,primaryTitle,131075,Q3
The Last Duel,primaryTitle,130927,Q3
Casper,primaryTitle,130904,Q3
From Russia with Love,primaryTitle,130889,Q3
Accepted,primaryTitle,130868,Q3
The Monuments Men,primaryTitle,130460,Q3
The Campaign,primaryTitle,130341,Q3
Life as We Know It,primaryTitle,130148,Q3
16 Blocks,primaryTitle,129971,Q3
Jack Ryan: Shadow Recruit,primaryTitle,129906,Q3
R.I.P.D.,primaryTitle,129899,Q3
Hollow Man,primaryTitle,129704,Q3
Matchstick Men,primaryTitle,129598,Q3
Syriana,primaryTitle,129500,Q3
Man on the Moon,primaryTitle,129488,Q3
Tag,primaryTitle,129323,Q3
Rambo III,primaryTitle,129068,Q3
Savages,primaryTitle,128953,Q3
Killer Elite,primaryTitle,128609,Q3
Papillon,primaryTitle,128560,Q3
Johnny English Reborn,primaryTitle,128284,Q3
About Schmidt,primaryTitle,127762,Q3
Cliffhanger,primaryTitle,127704,Q3
Outbreak,primaryTitle,127623,Q3
Pleasantville,primaryTitle,127487,Q3
J. Edgar,primaryTitle,127426,Q3
Daybreakers,primaryTitle,127327,Q3
The Exorcism of Emily Rose,primaryTitle,127317,Q3
Evolution,primaryTitle,127303,Q3
The Score,primaryTitle,126703,Q3
Margin Call,primaryTitle,126151,Q3
The Watch,primaryTitle,126072,Q3
Ransom,primaryTitle,125988,Q3
Eragon,primaryTitle,125600,Q3
Shanghai Noon,primaryTitle,125527,Q3
Carnage,primaryTitle,125519,Q3
Max Payne,primaryTitle,125383,Q3
Hall Pass,primaryTitle,124716,Q3
The Kingdom,primaryTitle,124544,Q3
The Time Machine,primaryTitle,123483,Q3
Empire of the Sun,primaryTitle,123340,Q3
Mr. Bean's Holiday,primaryTitle,123235,Q3
Police Academy,primaryTitle,123124,Q3
Infernal Affairs,primaryTitle,123088,Q3
Triple Frontier,primaryTitle,123008,Q3
Brothers,primaryTitle,122495,Q3
Flags of Our Fathers,primaryTitle,122318,Q3
Twins,primaryTitle,122253,Q3
Nymphomaniac: Vol. I,primaryTitle,122219,Q3
T2 Trainspotting,primaryTitle,121806,Q3
Leaving Las Vegas,primaryTitle,121697,Q3
Dirty Grandpa,primaryTitle,121446,Q3
Contraband,primaryTitle,121392,Q3
Parker,primaryTitle,121369,Q3
The Phantom of the Opera,primaryTitle,121207,Q3
The 6th Day,primaryTitle,121124,Q3
Neighbors 2: Sorority Rising,primaryTitle,120801,Q3
Journey to the Center of the Earth,primaryTitle,120693,Q3
Murder Mystery,primaryTitle,120689,Q3
Tears of the Sun,primaryTitle,120500,Q3
The Two Popes,primaryTitle,120201,Q3
The Brothers Grimm,primaryTitle,120061,Q3
The French Connection,primaryTitle,119891,Q3
Creed II,primaryTitle,119858,Q3
Scary Movie 4,primaryTitle,119677,Q3
Something's Gotta Give,primaryTitle,119637,Q3
Barton Fink,primaryTitle,119410,Q3
The Whole Nine Yards,primaryTitle,119385,Q3
TRON,primaryTitle,119312,Q3
The Crazies,primaryTitle,119121,Q3
F9: The Fast Saga,primaryTitle,119114,Q3
Priest,primaryTitle,119045,Q3
Star Trek II: The Wrath of Khan,primaryTitle,119022,Q3
Red Eye,primaryTitle,118819,Q3
The Meaning of Life,primaryTitle,118528,Q3
Green Room,primaryTitle,118526,Q3
Night at the Museum: Secret of the Tomb,primaryTitle,118384,Q3
Funny People,primaryTitle,118283,Q3
Wild Things,primaryTitle,118201,Q3
Homefront,primaryTitle,118183,Q3
Pay It Forward,primaryTitle,117991,Q3
Any Given Sunday,primaryTitle,117945,Q3
Wild Hogs,primaryTitle,117660,Q3
Daddy's Home,primaryTitle,117581,Q3
Ghost Rider: Spirit of Vengeance,primaryTitle,117397,Q3
Beverly Hills Cop II,primaryTitle,117183,Q3
Okja,primaryTitle,117122,Q3
Charlie Wilson's War,primaryTitle,116834,Q3
Sonic the Hedgehog,primaryTitle,116805,Q3
Julie & Julia,primaryTitle,116768,Q3
Field of Dreams,primaryTitle,116659,Q3
Judge Dredd,primaryTitle,116536,Q3
The Best Offer,primaryTitle,116481,Q3
From Paris with Love,primaryTitle,116352,Q3
Just Friends,primaryTitle,116008,Q3
The Omen,primaryTitle,115944,Q3
Bicentennial Man,primaryTitle,115826,Q3
The Nutty Professor,primaryTitle,115659,Q3
Miami Vice,primaryTitle,115603,Q3
Water for Elephants,primaryTitle,115375,Q3
Caddyshack,primaryTitle,115260,Q3
The Way Back,primaryTitle,115201,Q3
Spy Kids,primaryTitle,115166,Q3
Men of Honor,primaryTitle,114972,Q3
The Jackal,primaryTitle,114950,Q3
Death at a Funeral,primaryTitle,114683,Q3
Swiss Army Man,primaryTitle,114596,Q3
Burnt,primaryTitle,114550,Q3
Gods of Egypt,primaryTitle,114297,Q3
Entrapment,primaryTitle,114148,Q3
Out of the Furnace,primaryTitle,114068,Q3
The Sum of All Fears,primaryTitle,113985,Q3
Lee Daniels' The Butler,primaryTitle,113688,Q3
The Santa Clause,primaryTitle,113365,Q3
Trance,primaryTitle,113252,Q3
Premium Rush,primaryTitle,113217,Q3
The Commuter,primaryTitle,113102,Q3
Bridget Jones: The Edge of Reason,primaryTitle,112840,Q3
All the President's Men,primaryTitle,112601,Q3
Doom,primaryTitle,112421,Q3
The Jacket,primaryTitle,112376,Q3
Street Kings,primaryTitle,112312,Q3
The Autopsy of Jane Doe,primaryTitle,112113,Q3
Patch Adams,primaryTitle,111873,Q3
Ride Along,primaryTitle,111803,Q3
Gothika,primaryTitle,111742,Q3
Sex Tape,primaryTitle,111647,Q3
The Naked Gun 2½: The Smell of Fear,primaryTitle,111617,Q3
Serendipity,primaryTitle,111595,Q3
Little Fockers,primaryTitle,111421,Q3
Red Riding Hood,primaryTitle,111317,Q3
The Other Boleyn Girl,primaryTitle,111192,Q3
House of Flying Daggers,primaryTitle,111170,Q3
The Amityville Horror,primaryTitle,111087,Q3
A Single Man,primaryTitle,111075,Q3
The Boat That Rocked,primaryTitle,110542,Q3
Bonnie and Clyde,primaryTitle,110520,Q3
Little Children,primaryTitle,110513,Q3
Crimson Tide,primaryTitle,110475,Q3
Paddington,primaryTitle,110469,Q3
Patriot Games,primaryTitle,110327,Q3
Gemini Man,primaryTitle,110102,Q3
Why Him?,primaryTitle,110019,Q3
Friday,primaryTitle,109997,Q3
Silence,primaryTitle,109919,Q3
The Guilty,primaryTitle,109918,Q3
Maverick,primaryTitle,109688,Q3
The Manchurian Candidate,primaryTitle,109686,Q3
End of Days,primaryTitle,109661,Q3
Across the Universe,primaryTitle,109469,Q3
Safe,primaryTitle,109284,Q3
Eraser,primaryTitle,109271,Q3
The Family Man,primaryTitle,109243,Q3
Scooby-Doo,primaryTitle,109199,Q3
The Queen,primaryTitle,109175,Q3
Bend It Like Beckham,primaryTitle,109160,Q3
Marie Antoinette,primaryTitle,109009,Q3
Midnight Cowboy,primaryTitle,108996,Q3
Greenland,primaryTitle,108953,Q3
The Man Who Wasn't There,primaryTitle,108387,Q3
Easy Rider,primaryTitle,108151,Q3
Dancer in the Dark,primaryTitle,108093,Q3
The Iron Lady,primaryTitle,108090,Q3
Run All Night,primaryTitle,108019,Q3
Driving Miss Daisy,primaryTitle,107787,Q3
Stoker,primaryTitle,107645,Q3
Paycheck,primaryTitle,107618,Q3
The Mexican,primaryTitle,107534,Q3
What Dreams May Come,primaryTitle,107491,Q3
Downsizing,primaryTitle,107463,Q3
Filth,primaryTitle,107381,Q3
Mean Streets,primaryTitle,107276,Q3
Couples Retreat,primaryTitle,107156,Q3
The Three Musketeers,primaryTitle,107135,Q3
The Name of the Rose,primaryTitle,107130,Q3
Frost/Nixon,primaryTitle,107086,Q3
Frequency,primaryTitle,106721,Q3
August Rush,primaryTitle,106695,Q3
Den of Thieves,primaryTitle,106639,Q3
National Lampoon's Vacation,primaryTitle,106263,Q3
Faster,primaryTitle,106253,Q3
A Streetcar Named Desire,primaryTitle,106209,Q3
Deliverance,primaryTitle,106191,Q3
The Rundown,primaryTitle,106170,Q3
Hot Shots!,primaryTitle,105988,Q3
The Wolfman,primaryTitle,105956,Q3
Jacob's Ladder,primaryTitle,105915,Q3
The Adam Project,primaryTitle,105787,Q3
Superman II,primaryTitle,105592,Q3
Dinner for Schmucks,primaryTitle,105560,Q3
Sphere,primaryTitle,105498,Q3
Repo Men,primaryTitle,105439,Q3
Rescue Dawn,primaryTitle,105177,Q3
Shanghai Knights,primaryTitle,104996,Q3
The Forbidden Kingdom,primaryTitle,104941,Q3
Geostorm,primaryTitle,104897,Q3
The Full Monty,primaryTitle,104889,Q3
Fright Night,primaryTitle,104582,Q3
Movie 43,primaryTitle,104448,Q3
Behind Enemy Lines,primaryTitle,104382,Q3
Legion,primaryTitle,103960,Q3
Little Nicky,primaryTitle,103845,Q3
The Switch,primaryTitle,103745,Q3
The Ladykillers,primaryTitle,103705,Q3
Tango & Cash,primaryTitle,103654,Q3
The King's Man,primaryTitle,103486,Q3
Four Rooms,primaryTitle,103451,Q3
The Man with the Golden Gun,primaryTitle,103303,Q3
Poseidon,primaryTitle,103233,Q3
Super Troopers,primaryTitle,103191,Q3
Glengarry Glen Ross,primaryTitle,103180,Q3
Touch of Evil,primaryTitle,103145,Q3
Anaconda,primaryTitle,103020,Q3
The Cloverfield Paradox,primaryTitle,102837,Q3
Naked Gun 33 1/3: The Final Insult,primaryTitle,102793,Q3
U.S. Marshals,primaryTitle,102787,Q3
High Noon,primaryTitle,102728,Q3
Fast Times at Ridgemont High,primaryTitle,102658,Q3
Before the Devil Knows You're Dead,primaryTitle,102597,Q3
Inherent Vice,primaryTitle,102528,Q3
Leap Year,primaryTitle,102525,Q3
Alpha Dog,primaryTitle,102467,Q3
The Last Witch Hunter,primaryTitle,102439,Q3
A Dangerous Method,primaryTitle,102356,Q3
The Good Shepherd,primaryTitle,102324,Q3
Journey 2: The Mysterious Island,primaryTitle,102248,Q3
Unleashed,primaryTitle,102063,Q3
That Awkward Moment,primaryTitle,101981,Q3
Wall Street: Money Never Sleeps,primaryTitle,101937,Q3
Dan in Real Life,primaryTitle,101926,Q3
Zathura: A Space Adventure,primaryTitle,101874,Q3
The Rum Diary,primaryTitle,101775,Q3
The Cell,primaryTitle,101477,Q3
In the Line of Fire,primaryTitle,101467,Q3
The Last Emperor,primaryTitle,101097,Q3
Extremely Loud & Incredibly Close,primaryTitle,101074,Q3
Patton,primaryTitle,100621,Q3
The Last Boy Scout,primaryTitle,100599,Q3
The Legend of Zorro,primaryTitle,100510,Q3
Your Highness,primaryTitle,100467,Q3
While You Were Sleeping,primaryTitle,100452,Q3
Patriots Day,primaryTitle,100258,Q3
Never Back Down,primaryTitle,100250,Q3
The Counselor,primaryTitle,100167,Q3
Ruby Sparks,primaryTitle,99727,Q3
The Losers,primaryTitle,99652,Q3
Running Scared,primaryTitle,99627,Q3
Cellular,primaryTitle,99489,Q3
Notorious,primaryTitle,99434,Q3
